County Name,State,Metro Code,OMB County Status,Total Population (civilian non-institutionalized),Total Population (Margin of Error),Disability Population (civilian non-institutionalized),Disability Population (Margin of Error),Percent with a Disability,Gender- Male Disability Rate- Percentage of males reporting a disability,Gender- Female Disability Rate- Percentage of females reporting a disability,Vision- Percentage of individuals reporting a vision difficulty,Hearing- Percentage of individuals reporting a hearing disability,Cognitive- Percentage of individuals reporting a cognitive disability,Mobility- Percentage of individuals reporting a mobility disability,Self Care- Percentage of individuals reporting a self care disability,Independent Living- Percent of individuals reporting a independent living disability,Disability Employment Rate- Percentage of individuals with a reported disability employed in the labor force,Disability Unemployment Rates- Percentage of individuals with a reported disability unemployed in the labor force,Out of the Labor Force Disability Rate- Percentage of individuals with a reported disability not in the labor force,Veteran Disability Rate- Percentage of veterans reporting a disability,Disability Poverty Rate- Percentage of individuals reporting a disability in poverty
Newton,Arkansas,2,Micropolitan,7996,52,1870,222,23.4,24.5,22.3,4.8,8.8,6.7,13.6,3.8,8.6,28.9,2,69.1,42.2,23.7
Ouachita,Arkansas,2,Micropolitan,24648,121,5161,435,20.9,20.4,21.4,4.6,6,8.9,14,4.9,9.9,34.9,3.9,61.2,28.9,26.3
Perry,Arkansas,1,Metropolitan,10178,75,2196,276,21.6,22.3,20.8,4.7,8.9,6.6,13,3.9,9.2,23.8,2.9,73.3,46.1,22.7
Phillips,Arkansas,2,Micropolitan,20206,132,4863,514,24.1,27.8,20.8,5,5.5,11.6,14.4,5.3,12.2,32.1,6.9,61.1,42.7,35.8
Pike,Arkansas,3,Non core,10934,91,2959,315,27.1,27.3,26.9,8.8,10.3,13.5,12.7,3.9,11.7,33.4,4.1,62.5,51.6,28
Poinsett,Arkansas,1,Metropolitan,23888,62,5390,437,22.6,22.3,22.8,3.7,5.2,9.7,15.1,4.1,10.7,21.6,4.5,73.9,39.7,28.1
Polk,Arkansas,3,Non core,20226,77,4992,403,24.7,26.2,23.3,7.1,7,10.4,13.3,3.5,10.4,32.6,2.6,64.8,39.7,24.6
Pope,Arkansas,2,Micropolitan,62188,181,9980,717,16,17,15.1,3,4.4,5.5,10.4,3.3,7.3,33,5,61.9,31.4,25.9
Prairie,Arkansas,3,Non core,8252,120,1950,195,23.6,22.8,24.4,4.4,7.3,6.6,14.9,4.8,12.9,32.9,1.4,65.7,34.6,26.7
Pulaski,Arkansas,1,Metropolitan,384831,594,52806,1522,13.7,12.8,14.5,2.5,3.4,5.5,8.4,3.1,6.5,32.6,7.3,60.2,26,22.9
Randolph,Arkansas,3,Non core,17350,175,3648,351,21,21.6,20.5,3.8,5.8,8.9,13.2,5,10.5,19,3.6,77.4,44.1,23.8
St. Francis,Arkansas,2,Micropolitan,23723,235,4878,417,20.6,20.8,20.3,4.2,4.2,8.1,14.4,4.9,11.3,28.7,1.6,69.7,27.4,25.6
Saline,Arkansas,1,Metropolitan,112566,265,19831,1170,17.6,17.8,17.5,4.3,5.8,6.7,9.3,3.6,6.7,42.7,4.5,52.8,32.1,14.6
Scott,Arkansas,3,Non core,10797,72,2029,220,18.8,19.3,18.3,4.8,6.1,8.4,10.8,4.3,9.3,14.4,7.2,78.4,35.8,22.3
Searcy,Arkansas,3,Non core,7876,99,1838,268,23.3,24.5,22.2,6.1,8.6,8.5,12.1,4.7,9.7,29.7,1.8,68.5,34.4,21.6
Sebastian,Arkansas,1,Metropolitan,126151,248,22552,1174,17.9,16.7,19,3.9,5.2,7.9,10.4,3.7,8.3,31.2,4,64.8,31,30.9
Sevier,Arkansas,3,Non core,17080,87,2318,213,13.6,13.2,14,2.7,3.7,5.4,8.9,2.8,8.3,22.3,6.5,71.2,31.7,23.5
Sharp,Arkansas,3,Non core,16877,46,3626,361,21.5,20.7,22.3,3.1,5.9,9,13.9,3.9,10.1,11.3,3.8,85,37.1,26.8
Stone,Arkansas,3,Non core,12406,79,3024,384,24.4,23.4,25.4,3.4,7.7,8.5,16.7,5.1,10.7,23.7,3.1,73.2,38.1,25.3
Union,Arkansas,2,Micropolitan,40232,148,8152,630,20.3,20.7,19.9,4.5,5.5,8.8,12,4.6,9,29.5,5.4,65,36,22.5
Van Buren,Arkansas,3,Non core,16806,105,3698,310,22,22.3,21.8,4.5,6,8.1,13.6,4.9,10.2,17.3,4.9,77.8,40.5,21.6
Washington,Arkansas,1,Metropolitan,214640,233,22181,1099,10.3,10.2,10.5,1.6,2.8,3.9,5.8,1.9,4.6,35,5.5,59.5,27.5,21.6
White,Arkansas,2,Micropolitan,78043,139,13016,840,16.7,16.9,16.4,3.2,5,7,10.2,3.6,7.8,26.3,3.9,69.8,33.5,26
Woodruff,Arkansas,3,Non core,6863,104,1715,227,25,24.6,25.4,6.1,7.6,9.5,16.7,6.3,14.8,21.1,2.1,76.8,46.3,27.7
Yell,Arkansas,2,Micropolitan,21538,72,4708,437,21.9,23.5,20.2,5,8.4,9.9,12.3,4.6,8.9,27,7.4,65.6,48,21.5
Alameda,California,1,Metropolitan,1573351,712,149226,2154,9.5,8.9,10.1,1.6,2.5,3.9,5.4,2.4,5.1,34,6.7,59.3,26,20.3
Alpine,California,3,Non core,1131,167,251,77,22.2,22,22.4,2.9,7.6,5.6,11,3.1,6.9,22.4,2.2,75.4,37.9,27.2
Amador,California,3,Non core,32880,435,5936,634,18.1,19.3,16.8,2.5,6,5.5,10.3,3.6,7.6,31.4,11.4,57.3,33.2,18.7
Butte,California,1,Metropolitan,220313,553,37596,1243,17.1,17.5,16.6,2.8,4.9,7.9,9.3,4,8.3,25.3,6.8,67.9,36.2,24.9
Calaveras,California,3,Non core,44382,87,8548,665,19.3,20.6,18,3.2,6.8,6.9,11.2,4.5,7.6,28.3,11.5,60.2,38.5,18.9
Colusa,California,3,Non core,21205,108,2669,266,12.6,12.7,12.5,2.5,3.6,3.9,7.7,1.9,4.8,37.6,8.4,54.1,37.8,12.5
Contra Costa,California,1,Metropolitan,1090556,453,118603,2448,10.9,10.3,11.4,1.8,2.9,4.4,5.9,2.4,5.2,35.9,7.4,56.7,28.9,17.5
Del Norte,California,2,Micropolitan,24021,361,5400,473,22.5,21.1,23.8,4.4,6.6,10.8,13.3,5.3,11.3,24.3,3.1,72.5,37.9,26.3
El Dorado,California,1,Metropolitan,181005,181,22666,1025,12.5,12.5,12.5,1.9,4.3,4.9,6.7,2.7,5.9,30.5,9,60.5,27,16.3
Fresno,California,1,Metropolitan,945353,657,117014,2319,12.4,12.2,12.5,2.7,3.6,5.3,7.3,2.9,6.7,30,8.8,61.2,33.9,28.6
Glenn,California,3,Non core,27732,121,4769,432,17.2,19.1,15.2,3,5.6,6.9,8.9,3.7,6.7,36,8.1,55.9,45.1,20.9
Humboldt,California,2,Micropolitan,133962,272,22426,1014,16.7,16.6,16.9,2.5,4.8,7.8,8.6,3.6,7.5,30.3,7.4,62.3,35.9,25.6
Imperial,California,1,Metropolitan,167772,559,23434,944,14,14,13.9,3.3,4.2,5.7,8.6,4.3,8.5,27.4,9.8,62.8,29.4,27.2
Inyo,California,3,Non core,17934,67,2320,222,12.9,14.4,11.5,2,3.5,4.9,8,4.3,7,30.4,10.3,59.2,31.8,20.5
Kern,California,1,Metropolitan,836745,1536,93190,2268,11.1,10.8,11.5,2.3,2.9,4.6,6.6,2.4,5.4,27.1,7.5,65.5,27.6,26.6
Kings,California,1,Metropolitan,130496,1020,14742,873,11.3,10.8,11.8,2.3,3.3,4.6,6.5,2.3,5.5,34.2,7.1,58.7,23.2,26.3
Lake,California,2,Micropolitan,63470,193,13465,710,21.2,22,20.4,3.6,6.6,8.9,13.7,6.8,12,21.1,9,69.9,38.9,27.8
Lassen,California,2,Micropolitan,21971,886,3983,324,18.1,18.1,18.1,3.1,5.8,6.7,10.9,3.8,7.9,30.1,7.2,62.7,30.4,22.2
Los Angeles,California,1,Metropolitan,9968960,1699,967572,6240,9.7,9.1,10.3,1.9,2.4,4,5.8,2.8,5.4,32.6,7.2,60.2,27.1,23.3
Madera,California,1,Metropolitan,144677,657,18909,838,13.1,13.2,13,3.5,4.4,4.5,7.1,2.6,6.2,33.2,3.7,63.1,33.9,20.3
Marin,California,1,Metropolitan,253123,431,22994,1038,9.1,9.1,9.1,1.1,2.9,3.4,4.8,2.2,4.5,42.7,5.6,51.7,25.2,16.7
Mariposa,California,3,Non core,17616,52,3135,359,17.8,18.7,16.9,5.2,7.6,4.8,8.9,2.6,5.3,44.6,4.3,51.1,39.2,19.2
Mendocino,California,2,Micropolitan,86622,316,14632,857,16.9,17,16.8,2.4,5.1,6.8,9.6,3.6,7.9,27.4,8.6,64,34.7,25.1
Merced,California,1,Metropolitan,260892,318,40971,1691,15.7,15.3,16.1,6.4,4.1,6.5,7.1,3.1,6.5,35.5,11.2,53.4,35.1,28.1
Modoc,California,3,Non core,8940,86,1886,224,21.1,22.2,20,4.5,8.2,7.5,10.5,4.8,8,22.4,4,73.6,44,27.7
Mono,California,3,Non core,14072,82,1199,377,8.5,10.8,6.1,2.2,4.9,2.1,2.5,0.5,1.9,50.4,2.8,46.8,39.1,4.8
Monterey,California,1,Metropolitan,410004,4584,36922,1309,9,9,9,1.7,2.8,3.6,5.1,2.3,4.7,33.8,7,59.2,28.7,17.9
Napa,California,1,Metropolitan,138394,391,14842,745,10.7,10.7,10.8,1.8,3.7,4.4,5.9,2.5,5.5,37.8,7.4,54.8,27.9,17.5
Nevada,California,2,Micropolitan,97618,219,13870,746,14.2,14.4,14,2.3,5.7,4.9,6.8,2.5,5.4,32.2,5.4,62.4,28.7,18.4
Orange,California,1,Metropolitan,3098794,945,258350,3772,8.3,7.9,8.8,1.7,2.4,3.2,4.4,2,4.2,39.1,6.8,54.1,24.6,17.7
Placer,California,1,Metropolitan,363472,351,39456,1192,10.9,10.9,10.8,1.8,4,4,5.7,2.2,5,37.2,6.4,56.4,26,12.9
Plumas,California,3,Non core,18802,90,4072,400,21.7,20.3,23.1,5.1,6.1,10,13,5.6,8.2,29.4,16.9,53.6,34.5,21
Riverside,California,1,Metropolitan,2275526,854,251316,3315,11,10.9,11.2,2.1,3.1,4.3,6.3,2.6,5.7,30.4,8.5,61.1,27.9,19.8
Sacramento,California,1,Metropolitan,1449885,1399,185210,2341,12.8,12.1,13.4,2.2,3.4,5.8,7.1,3.1,6.9,30.1,9,60.9,27.9,24.5
San Benito,California,1,Metropolitan,57395,55,4910,433,8.6,8.3,8.8,1.5,2.2,3.5,4.5,2.1,4.8,30.6,7.4,62,22.6,15.6
San Bernardino,California,1,Metropolitan,2050107,2242,222039,3313,10.8,10.8,10.9,2.2,2.8,4.5,6.3,2.8,6,30.3,7.5,62.2,28.6,22.9
San Diego,California,1,Metropolitan,3123555,2530,301597,4056,9.7,9.3,10,1.7,2.7,4.1,5.3,2.3,5.2,34.1,7.5,58.3,21.7,18.9
San Francisco,California,1,Metropolitan,836167,571,87603,2289,10.5,10.3,10.7,2.1,2.8,4.4,6,2.8,5.4,36.4,5.7,57.9,28.8,27.1
San Joaquin,California,1,Metropolitan,699892,750,82703,1939,11.8,11.6,12.1,2.1,3.2,5.2,6.9,2.8,6.5,26.7,8.5,64.7,28.7,22.9
San Luis Obispo,California,1,Metropolitan,269580,2072,29969,988,11.1,11.4,10.8,1.8,4,3.9,5.8,2,4.8,32.9,5.4,61.6,31.7,14.8
San Mateo,California,1,Metropolitan,744848,329,60606,1570,8.1,7.6,8.7,1.4,2.5,3,4.5,2.1,4.5,40.9,6.9,52.1,23.5,13.8
Santa Barbara,California,1,Metropolitan,428774,392,41249,1248,9.6,9.1,10.2,1.8,3.1,3.8,5,1.9,4.2,35.9,7.9,56.2,26.1,17.9
Santa Clara,California,1,Metropolitan,1859170,690,144096,2625,7.8,7.3,8.2,1.4,2.4,3.1,4.2,2,4.3,37.4,6.8,55.7,24.1,15.9
Santa Cruz,California,1,Metropolitan,268005,219,24791,1072,9.3,8.8,9.7,1.6,2.7,3.7,4.4,1.7,4.2,36.1,5.9,58,28.7,19.7
Shasta,California,1,Metropolitan,177567,226,32165,1169,18.1,18.6,17.7,3.4,5.7,7.9,10,4.3,9.3,24.2,5.8,70,35.3,23.1
Sierra,California,3,Non core,2991,173,540,148,18.1,13.9,22.2,5.1,8.2,6.4,12.4,5.9,10.8,12,0,88,12,25.9
Siskiyou,California,3,Non core,43702,60,8777,469,20.1,21.8,18.4,3.1,6.8,8.8,11.3,4.3,9.1,23.4,7.1,69.4,35.4,28
Solano,California,1,Metropolitan,412693,707,48005,1180,11.6,11.6,11.6,1.8,3.2,4.4,6.5,2.6,5.7,32.8,7.2,59.9,25.8,16.1
Sonoma,California,1,Metropolitan,490858,702,57249,1626,11.7,11.7,11.6,1.9,3.8,4.7,6,2.5,5.3,36.8,7.3,55.9,27.8,17.5
Stanislaus,California,1,Metropolitan,524038,443,70303,1589,13.4,12.9,14,2.6,3.9,5.7,7.5,3.1,6.9,31.7,9,59.3,32.2,24.4
Sutter,California,1,Metropolitan,94038,262,12868,799,13.7,13.1,14.3,2.5,3.9,5.3,7.7,3,5.9,36.7,5.7,57.6,32.5,19.9
Tehama,California,2,Micropolitan,62585,113,12269,782,19.6,21.7,17.5,3.9,6.4,9.2,11.3,4.5,9.5,26.9,6.4,66.7,39.8,24.9
Trinity,California,3,Non core,13160,103,3142,349,23.9,27.4,20.2,4.2,10.4,8.1,13.6,3.7,9.4,23.3,6.9,69.9,42.3,22.3
Tulare,California,1,Metropolitan,449747,390,51997,1625,11.6,11.4,11.7,2.5,3.1,4.7,6.9,2.6,6,29.7,7.3,63,34.6,29.4
Tuolumne,California,2,Micropolitan,50840,281,9920,703,19.5,20.8,18.2,2.9,6.8,7.7,9.5,3.6,7.6,28,6.6,65.4,33.9,18.1
Ventura,California,1,Metropolitan,834057,644,85878,1938,10.3,10.1,10.5,1.8,3.2,4.2,5.7,2.5,5.1,36.9,7.2,55.9,26.2,15.2
Yolo,California,1,Metropolitan,205756,243,20820,961,10.1,10.2,10.1,1.9,3.2,4.3,5.1,2.2,4.6,36,7.2,56.8,27.3,22.2
Yuba,California,1,Metropolitan,71111,425,12320,702,17.3,19,15.6,2.8,4.4,9.6,8.3,3.5,9,26.2,8.6,65.2,25,28.5
Adams,Colorado,1,Metropolitan,467743,442,49308,1344,10.5,10.1,11,2.1,3.3,4.1,5.7,2.1,4.5,42.8,7.6,49.6,26,17.8
Alamosa,Colorado,3,Non core,15823,166,2613,289,16.5,17.9,15.2,4.1,6.4,5,10.3,2.8,7.2,30.4,5.3,64.3,38,32.8
Arapahoe,Colorado,1,Metropolitan,603211,714,55022,1328,9.1,9.1,9.1,1.6,2.8,3.6,4.5,1.8,4.1,43.8,8.2,47.9,21.2,16.7
Archuleta,Colorado,3,Non core,12068,59,1750,280,14.5,14.5,14.5,3.4,7.1,4.1,7.2,2.7,5.4,36.9,6.8,56.3,26.6,9.4
Baca,Colorado,3,Non core,3600,81,833,93,23.1,26.2,20.3,6.3,10.7,11.2,13.3,4.7,9,49.7,4.6,45.7,43.8,20.6
Bent,Colorado,3,Non core,3624,605,971,184,26.8,24.9,28.7,4.8,9.4,10.7,14.5,5.8,12.4,19.5,5.3,75.2,52.8,34.7
Boulder,Colorado,1,Metropolitan,307948,331,25377,955,8.2,7.9,8.6,1.5,2.6,3.6,3.7,1.6,3.3,47,8.4,44.6,22.7,18.6
Broomfield,Colorado,1,Metropolitan,60364,140,4925,377,8.2,7.5,8.8,1.4,3.1,2.7,3.7,1,3,53.6,5.3,41.1,21,8.2
Chaffee,Colorado,3,Non core,17236,311,2714,356,15.7,17.3,14.1,2.7,5.8,4.2,9.3,3,5.5,35,2.5,62.5,33,13.8
Cheyenne,Colorado,3,Non core,1957,148,317,59,16.2,15.6,16.8,2.4,5.8,7.5,8.9,3.3,4.4,45,2.8,52.2,40.2,15.8
Clear Creek,Colorado,1,Metropolitan,9009,74,839,187,9.3,9.4,9.3,1.3,3.6,2.8,3.4,0.8,3.4,44.7,7.5,47.8,19.9,10
Conejos,Colorado,3,Non core,8208,18,1693,132,20.6,20.9,20.4,5.6,7.6,6,15.2,4.9,11.2,23.3,6,70.7,45.4,27.1
Costilla,Colorado,3,Non core,3581,11,1085,148,30.3,29,31.7,8.2,13,16.8,19.5,5.9,20.4,26.6,2.7,70.7,43,28.8
Crowley,Colorado,3,Non core,4421,385,972,200,22,24.7,19.7,5.7,8,8.3,12.8,5.8,10.7,20.5,17.2,62.3,45.6,32
Custer,Colorado,3,Non core,4286,15,662,179,15.4,18.8,12.1,1.9,5.3,4.5,8.5,1.6,3.1,38.7,9.5,51.8,28.3,23.7
Delta,Colorado,3,Non core,29217,209,5479,414,18.8,21.5,16.2,3,7.4,6.4,10.5,3.6,6.8,35.9,8.2,55.9,40.9,20.5
Denver,Colorado,1,Metropolitan,643117,557,61341,1654,9.5,9.1,9.9,2.1,2.6,3.8,5.2,2.1,4.5,36.3,6.8,56.8,25.2,27.7
Dolores,Colorado,3,Non core,1862,144,355,83,19.1,20.1,17.9,4.1,9.3,7.7,11.7,2.6,10.6,36.8,1.2,62,53.4,21.1
Douglas,Colorado,1,Metropolitan,306019,282,18442,808,6,6.2,5.8,0.9,2.1,2,2.6,1,2.2,56.7,5,38.3,16.8,6.8
Eagle,Colorado,2,Micropolitan,52480,79,2349,385,4.5,4.2,4.8,1.4,1,1.4,1.9,0.8,1.8,62.4,5.5,32.1,13.8,11.7
Elbert,Colorado,1,Metropolitan,23761,33,2385,282,10,11.8,8.3,1.2,4,3.2,4.5,1.5,3.6,46.7,5.8,47.5,22.9,6.8
El Paso,Colorado,1,Metropolitan,624178,1102,73173,1937,11.7,12.5,11,1.9,3.6,5,5.8,1.9,5.1,40.3,8.5,51.2,21.3,18.2
Fremont,Colorado,2,Micropolitan,36178,1212,6712,493,18.6,21.2,16.2,3.7,6.7,5.9,10,3.3,7,29.8,9.9,60.2,33.8,22.4
Garfield,Colorado,2,Micropolitan,56345,159,5627,581,10,9.8,10.2,1.9,3.7,3.1,4.4,1.2,2.5,55.4,1.9,42.7,30.2,13
Gilpin,Colorado,1,Metropolitan,5552,23,543,170,9.8,9.3,10.3,2.2,4.2,4.1,4.3,1.7,3.4,29.7,1.4,68.9,28.9,11
Grand,Colorado,3,Non core,14350,27,834,224,5.8,7.6,3.8,0.8,2.2,1.4,2.9,1.3,2.7,39.6,11,49.4,21.3,14.5
Gunnison,Colorado,3,Non core,15599,53,1095,179,7,6.2,8,1.1,2.4,2.8,3.3,0.9,2.4,57.2,2.4,40.4,26.6,22.7
Hinsdale,Colorado,3,Non core,874,88,142,38,16.2,17.5,15.1,2.6,10.1,2.7,5.4,2.2,3.1,71.1,0,28.9,25.9,9.9
Huerfano,Colorado,3,Non core,6319,125,1493,199,23.6,25.2,22,6.3,10.6,8.3,12.6,4.6,10.5,24.5,11.5,64,39,22.4
Jackson,Colorado,3,Non core,1330,122,114,40,8.6,8.7,8.5,2,4.8,1.6,4.2,0.5,3.1,50,0,50,21.3,4.4
Jefferson,Colorado,1,Metropolitan,545981,547,52495,1323,9.6,9.3,9.9,1.5,3.4,3.4,4.8,1.6,4,43,7.2,49.8,24,13.8
Kiowa,Colorado,3,Non core,1434,120,220,49,15.3,17.9,13.2,2.8,6.9,7.7,8.5,4.8,6.6,31.3,2.1,66.7,30.3,28
Kit Carson,Colorado,3,Non core,7068,396,1174,205,16.6,17.3,15.9,4,5.5,5.9,9.6,2.8,7.4,58.6,3.3,38.1,39.8,21.5
Lake,Colorado,3,Non core,7305,22,685,184,9.4,8.3,10.6,1.8,1.9,5.7,4.4,1.9,6.3,32.9,8.4,58.8,19.7,24.3
La Plata,Colorado,2,Micropolitan,52684,200,4650,365,8.8,9,8.7,1.8,3.6,2.7,4.3,1.8,3.1,49.9,6,44.1,24.4,15
Larimer,Colorado,1,Metropolitan,315783,339,30020,1260,9.5,9.6,9.4,1.6,3.4,3.4,4.3,1.5,3.4,45.6,8.2,46.3,25.5,16.6
Las Animas,Colorado,3,Non core,14003,408,2599,227,18.6,17.8,19.3,3.2,6.7,7.3,11,4.2,8.7,35.5,5.9,58.6,35.5,21.6
Lincoln,Colorado,3,Non core,3763,276,707,88,18.8,24.3,15,4.1,9.8,8.4,11.9,4.5,8.3,45.6,1.8,52.7,36.1,16.5
Logan,Colorado,2,Micropolitan,21314,115,2965,316,13.9,13.3,14.6,2.6,5.1,4.6,8.8,3,5.8,23.6,5.8,70.7,22.6,20.4
Mesa,Colorado,1,Metropolitan,146558,235,20188,1107,13.8,14.3,13.3,2.5,4.9,5.5,7,2.2,5.5,38.1,5.1,56.7,32.2,20.3
Mineral,Colorado,3,Non core,733,89,149,46,20.3,22,18.5,5.7,14.2,4.8,9.4,3.4,6.8,38.5,3.8,57.7,39.6,8.1
Moffat,Colorado,2,Micropolitan,12993,43,1372,210,10.6,9.3,12,1.6,3.2,2.6,5.9,1.9,5.5,38.9,4,57.1,19.7,21.9
Montezuma,Colorado,3,Non core,25495,64,3980,340,15.6,18.3,13,2.4,5.7,4.9,9.5,3.2,6.3,38.5,3.9,57.5,42.4,18.5
Montrose,Colorado,2,Micropolitan,40413,164,6574,497,16.3,17.8,14.8,3.1,6.1,5.2,8.4,2.9,6.5,35.4,12.3,52.3,32.4,25
Morgan,Colorado,2,Micropolitan,27889,221,3223,304,11.6,11.8,11.3,2,4.4,3.7,6.3,2.1,4.5,50.6,7.1,42.3,30,17.2
Otero,Colorado,3,Non core,18375,110,3824,306,20.8,23.3,18.4,5.1,7.2,8.8,12.6,4.2,9.3,34.8,2.8,62.4,48,27.2
Ouray,Colorado,3,Non core,4580,1,470,129,10.3,13.7,7,1.3,4.2,2.9,5.6,1.6,3.9,81,7.6,11.4,11.5,8.5
Park,Colorado,1,Metropolitan,16041,93,1644,288,10.2,9.6,11,0.9,2.6,3.2,4.9,1.3,2.7,35.2,6.1,58.7,15.5,12.9
Phillips,Colorado,3,Non core,4306,26,623,94,14.5,15.5,13.4,1.2,6.7,3.1,8.7,3.8,5.7,40.9,6,53,45,13.5
Pitkin,Colorado,2,Micropolitan,17363,37,1092,283,6.3,6.4,6.1,1.4,2.3,2.8,0.9,1.1,2.5,62.5,12.3,25.2,14.7,28.7
Prowers,Colorado,3,Non core,12050,120,2226,303,18.5,19.4,17.6,5.3,7,6.9,11,2.4,6.2,41.7,9,49.3,41.6,23.1
Pueblo,Colorado,1,Metropolitan,157647,915,28817,1044,18.3,19.2,17.4,3.8,5.9,7.4,10.4,3.6,8.1,26.9,7.5,65.6,37.5,27.7
Rio Blanco,Colorado,3,Non core,6618,47,685,150,10.4,9.8,10.9,1.5,5,2.7,4.8,1.6,4.1,32.3,4.9,62.7,32.3,21.3
Rio Grande,Colorado,3,Non core,11525,63,1869,162,16.2,19.1,13.5,4.1,6.9,5.9,9.4,2.9,6,33.9,6.4,59.6,54.4,22.7
Routt,Colorado,2,Micropolitan,23508,87,1497,255,6.4,7.2,5.5,0.6,2.2,2.2,3,1.4,2.7,50.7,7.4,41.9,16.3,12.2
Saguache,Colorado,3,Non core,6214,13,1121,142,18,20.1,16,5.4,6.6,5.3,10.6,2.3,7.3,31.6,6.1,62.4,34.9,22.2
San Juan,Colorado,3,Non core,606,92,68,41,11.2,4.6,19,3.8,8.7,4.6,5.8,0.4,4.1,46.7,0,53.3,4.3,19.1
San Miguel,Colorado,3,Non core,7645,18,743,149,9.7,9.3,10.2,1.8,3.4,3.4,4.2,1.2,2.3,50.1,7.1,42.8,22.1,20.2
Sedgwick,Colorado,3,Non core,2335,47,337,60,14.4,16.1,12.8,2.6,5.8,3.6,8.7,2.2,3.4,35,1.5,63.5,26.6,19.9
Summit,Colorado,2,Micropolitan,28857,46,1449,293,5,5.3,4.7,0.8,2,1.1,2.4,1,1.4,50.5,3.1,46.4,9.1,24.4
Teller,Colorado,1,Metropolitan,23103,108,3081,357,13.3,13.1,13.6,1.6,4.7,5.3,8,2.7,4.5,36.8,7.7,55.5,23.7,15.4
Washington,Colorado,3,Non core,4522,120,590,61,13,12.3,13.7,2.8,6.3,3,7.1,2,5,37.6,6.5,55.9,36.6,14.6
Weld,Colorado,1,Metropolitan,268202,505,27450,1116,10.2,10.7,9.8,2,3.5,4,5,1.8,4.1,43.5,6.2,50.3,26.5,16.5
Yuma,Colorado,3,Non core,10041,81,1104,183,11,13.2,9,1.7,4.9,3.7,5.3,0.9,4,36.1,0.5,63.4,41.4,23.2
Fairfield,Connecticut,1,Metropolitan,931369,515,82688,1823,8.9,8.3,9.4,1.5,2.4,3.6,4.7,2,4.3,42.5,9.4,48.2,25.7,15.8
Hartford,Connecticut,1,Metropolitan,881615,798,104409,2274,11.8,11.4,12.3,2.2,3.3,4.8,6.3,2.6,5.5,38.2,9.9,51.9,28,21.6
Litchfield,Connecticut,2,Micropolitan,184877,252,18698,812,10.1,9.8,10.4,1.4,2.9,3.8,5.2,2.2,4.8,37.8,6.8,55.4,22,15.4
Middlesex,Connecticut,1,Metropolitan,163258,289,16470,798,10.1,9.3,10.8,1.4,3.2,3.3,4.9,2,4.6,44.9,4.8,50.3,23.8,11.7
New Haven,Connecticut,1,Metropolitan,851629,527,96083,2222,11.3,10.9,11.7,1.8,3,4.6,6.1,2.5,5.4,35.6,8.5,55.9,26.1,19.8
New London,Connecticut,1,Metropolitan,261251,478,33426,1069,12.8,13.5,12.1,1.6,3.6,5.1,7,2.7,5.3,39.6,9.6,50.8,24.3,16.8
Tolland,Connecticut,1,Metropolitan,148817,317,14356,986,9.6,9.4,9.9,1.3,2.8,3.6,4.9,1.8,4,44.7,7.6,47.7,23,10.6
Windham,Connecticut,1,Metropolitan,115783,283,15073,919,13,12.7,13.3,1.6,3.9,5.4,6.5,2.3,5.7,38.5,7.1,54.4,24.6,14.8
Kent,Delaware,1,Metropolitan,166055,376,22482,930,13.5,12.6,14.4,2.1,2.9,5.6,8.2,2.9,6.1,32.5,7.5,60,19.1,19.8
New Castle,Delaware,1,Metropolitan,541226,249,59043,1743,10.9,10.3,11.4,2,2.6,4.6,6.1,2.3,5,36.8,6.8,56.3,23.8,16.1
Sussex,Delaware,1,Metropolitan,204507,222,29122,941,14.2,14.3,14.2,2.6,4.8,4.8,8.3,2.7,6.1,35.6,5.6,58.8,28.7,14.9
District of Columbia,District of Columbia,1,Metropolitan,636610,235,71316,1649,11.2,10.4,11.9,2.4,2,4.9,6.6,2.3,4.7,31.2,10.5,58.2,22.8,33.8
Alachua,Florida,1,Metropolitan,251519,373,25585,1343,10.2,10.3,10.1,1.7,2.8,4,5.8,2,4.1,31.8,7.1,61.2,27.6,24.9
Baker,Florida,1,Metropolitan,24631,284,3965,547,16.1,14.8,17.3,3.4,3.6,5.6,10.4,2.5,7.7,29.9,5.1,65,32.1,24.1
Bay,Florida,1,Metropolitan,171019,541,29448,1243,17.2,17,17.4,3.9,5.8,7,10.3,3.7,6.6,35.8,5.9,58.3,29.1,20.9
Bradford,Florida,3,Non core,23903,432,4730,568,19.8,19.4,20.2,3.4,6.1,5.3,14.2,3.3,10.1,26.3,7.4,66.3,38.7,29.1
Brevard,Florida,1,Metropolitan,548302,475,81938,1798,14.9,14.9,15,2.5,4.4,5.6,8.8,3.1,6.9,26.7,8.7,64.6,28.4,17.2
Broward,Florida,1,Metropolitan,1832097,620,206318,2708,11.3,10.8,11.7,2.1,2.8,4.4,6.7,2.5,5.5,34.3,9,56.7,27.1,20.9
Calhoun,Florida,3,Non core,12585,210,2850,289,22.6,23.5,21.8,6.1,8.3,9.6,13.6,6.7,12,25,6,69,46.5,28.2
Charlotte,Florida,1,Metropolitan,162538,395,33268,1481,20.5,21.9,19.1,3.4,7.4,7,11.3,4.1,8,28.4,7.1,64.5,35.1,14.9
Citrus,Florida,1,Metropolitan,137765,332,28165,1503,20.4,21.8,19.2,3.8,7.2,6.5,12.1,3.5,8.2,20.2,8.4,71.4,35.8,20.6
